raw_smiles,dataset,max_tanimoto_to_corpus_full,n_corpus_identical,n_corpus_neardup_0p95
[H][C]([N][N][C]([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.3333,0,0
[H][C]([N]N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.4091,0,0
[H]/N=C(/N(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.4167,0,0
[H]C#C/C(=N/N([H])[H])C([H])([H])C([H])([H])[H],QM7,0.3913,0,0
[H][C]([N]N([H])C([H])([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.4583,0,0
[H]C([H])=C([H])C(C([H])=C([H])[H])(N([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C#C[C@@](C([H])=C([H])[H])(N([H])[H])C([H])([H])[H],QM7,0.4737,0,0
[H]C#CC(C#C[H])(N([H])[H])C([H])([H])[H],QM7,0.6429,0,0
[H]C(=C(C([H])([H])[H])C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.6000,0,0
[H]C([H])=C([H])/C([H])=C(\[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.5238,0,0
[H]C#C/C([H])=C(\[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.4545,0,0
[H]C([H])=C([H])C(=C([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.5789,0,0
[H]C#CC(=C([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.5455,0,0
[H]N([H])[C@]([H])(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,1.0000,2,0
[H]C([H])=C([H])[C@]([H])(C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.7000,0,0
[H]C#C[C@]([H])(C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.5789,0,0
[H]C([H])=C([H])C#C[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.5455,0,0
[H]C#CC#C[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.4737,0,0
[H]C([H])=C(C([H])([H])[H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.6190,0,0
[H]C([H])=C([H])C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,1.0000,2,0
[H]C#CC([H])([H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.6818,0,0
[H]C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.8667,0,0
[H]C([H])=C([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.6667,0,0
[H]C#CC([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.8000,0,0
[H]C([H])([H])C([H])([H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.8889,0,0
[H]N(C([H])([H])C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.9333,0,0
[H]N(C([H])([H])C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C([H])=C([H])[C@@]([H])(N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.6296,0,0
[H]C#C[C@@]([H])(N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.5833,0,0
[H]/C(=C(/[H])C([H])([H])N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.6316,0,0
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.9333,0,0
[H]C([H])=C(C([H])([H])[H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],QM7,1.0000,1,0
[H]N(C([H])([H])C#CC([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.5882,0,0
[H]C([H])=C([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],QM7,0.9444,0,0
[H]C#CC([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],QM7,0.6667,0,0
[H]N([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],QM7,0.9412,0,0
[H]/N=C(/[H])N(C([H])=C([H])[H])C([H])=C([H])[H],QM7,0.2800,0,0
[H]N([H])C([H])([H])C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]N([H])/C(=C(\C#N)C([H])([H])[H])C([H])([H])[H],QM7,0.5556,0,0
[H]/C(=C(/[H])[C@]([H])(N([H])[H])C([H])([H])[H])C([H])([H])N([H])[H],QM7,0.5714,0,0
[H]C([H])=C(C([H])([H])N([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]N([H])C([H])([H])[C@]([H])(C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.9286,0,0
[H]N([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.9167,0,0
[H]N([H])C([H])([H])C#C[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.5217,0,0
[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.6429,0,0
[H]/N=C(/[H])N(C([H])=C([H])[H])C([H])([H])C([H])([H])[H],QM7,0.5217,0,0
[H]N([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.9375,0,0
[H]/N=C(\N(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.4400,0,0
[H]C([H])([H])N(C([H])([H])C#N)C([H])([H])C([H])([H])[H],QM7,0.5652,0,0
[H]/N=C(/[H])N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.5500,0,0
[H]N([H])C([H])([H])[C@@]([H])(N([H])C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.6316,0,0
[H]N(C([H])([H])C([H])([H])[H])[C@]([H])(C#N)C([H])([H])[H],QM7,0.5417,0,0
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.6316,0,0
[H]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])C#N,QM7,0.6316,0,0
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])C([H])([H])[H],QM7,0.9333,0,0
[H]N(/C(=N/C([H])([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.6316,0,0
[H][C]([N]C([H])([H])[H])N(C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.5238,0,0
[H][C]([H])[N]N(C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.4444,0,0
[H]C([H])=C([H])[C@@](N([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],QM7,0.5909,0,0
[H]C#C[C@@](N([H])[H])(C([H])([H])[H])C([H])([H])N([H])[H],QM7,0.5714,0,0
[H]C([H])=C([H])[C@]([H])(N([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.6000,0,0
[H]C#C[C@]([H])(N([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.5294,0,0
[H]N([H])[C@]([H])(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],QM7,0.9333,0,0
[H]/N=C(/[H])N([H])[C@@]([H])(C([H])=C([H])[H])C([H])([H])[H],QM7,0.4167,0,0
[H]C#C[C@]([H])(N([H])/C([H])=N\[H])C([H])([H])[H],QM7,0.4000,0,0
[H][C]([N]C([H])([H])C([H])([H])[H])N(C([H])([H])[H])C([H])([H])[H],QM7,0.4091,0,0
[H][C]([N]N(C([H])([H])[H])C([H])([H])C([H])([H])[H])C([H])([H])[H],QM7,0.5238,0,0
[H][C]([N]C([H])([H])C([H])([H])[H])N([H])C([H])([H])C([H])([H])[H],QM7,0.4348,0,0
[H]/N=C(\N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.4000,0,0
[H]/N=C(/C([H])=C([H])[H])N([H])C([H])([H])C([H])([H])[H],QM7,0.4286,0,0
[H]C#C/C(=N/[H])N([H])C([H])([H])C([H])([H])[H],QM7,0.3793,0,0
[H]/N=C(/[H])N([H])[C@@]([H])(C#N)C([H])([H])[H],QM7,0.3846,0,0
[H]/N=C(/C#N)N([H])C([H])([H])C([H])([H])[H],QM7,0.4800,0,0
[H][C]([N][N][C](C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.3529,0,0
[H][C]([H])/C([H])=C(\[H])[N][N][C]([H])C([H])([H])[H],QM7,0.3529,0,0
[H]C#C[C]([H])[N][N][C]([H])C([H])([H])[H],QM7,0.3200,0,0
[H][C]([N]N([H])C([H])(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.3704,0,0
[H][C]([N]N([H])C([H])([H])C([H])=C([H])[H])C([H])([H])[H],QM7,0.4444,0,0
[H]C#CC([H])([H])N([H])[N][C]([H])C([H])([H])[H],QM7,0.3636,0,0
[H]/N=C(/N([H])C([H])([H])C([H])=C([H])[H])C([H])([H])[H],QM7,0.4667,0,0
[H]C#CC([H])([H])N([H])/C(=N/[H])C([H])([H])[H],QM7,0.4400,0,0
[H]C#C[C]([N][N][C]([H])[H])C([H])([H])[H],QM7,0.3478,0,0
[H][C]([H])[N]N([H])[C@@]([H])(C([H])=C([H])[H])C([H])([H])[H],QM7,0.4762,0,0
[H]C#C[C@]([H])(N([H])[N][C]([H])[H])C([H])([H])[H],QM7,0.4545,0,0
[H][C]([N]N([H])C([H])([H])C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,0.3600,0,0
[H]N(N=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])C([H])([H])[H],QM7,1.0000,1,0
[H][C]([H])/C([H])=C(\[H])[N]N([H])C([H])([H])C([H])([H])[H],QM7,0.3571,0,0
[H]C#C[C]([H])[N]N([H])C([H])([H])C([H])([H])[H],QM7,0.3448,0,0
[H][C](C#N)[N][N][C]([H])C([H])([H])[H],QM7,0.3333,0,0
[H][C]([N]N([H])C([H])([H])C#N)C([H])([H])[H],QM7,0.4545,0,0
[H]/N=C(/N([H])C([H])([H])C#N)C([H])([H])[H],QM7,0.4074,0,0
[H][C]([H])[N][N][C](C#N)C([H])([H])[H],QM7,0.3810,0,0
[H][C]([H])[N]N([H])[C@@]([H])(C#N)C([H])([H])[H],QM7,0.4348,0,0
[H][C](C#N)[N]N([H])C([H])([H])C([H])([H])[H],QM7,0.3600,0,0
[H]C([H])([H])N(C([H])([H])[H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C([H])=C(C([H])([H])[H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],QM7,0.6111,0,0
[H]C([H])=C([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],QM7,0.9375,0,0
[H]C#CC([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],QM7,0.5652,0,0
[H]C([H])=C([H])C([H])(C([H])=C([H])[H])N([H])C([H])([H])[H],QM7,0.5000,0,0
[H]C#C[C@]([H])(C([H])=C([H])[H])N([H])C([H])([H])[H],QM7,0.5652,0,0
[H]C([H])=C([H])C(N([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C#CC(N([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,0.4737,0,0
[H]/C(=C(/[H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]N(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C([H])=C(C([H])([H])[H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H],QM7,0.5789,0,0
[H]N(C([H])([H])[H])[C@]([H])(C#CC([H])([H])[H])C([H])([H])[H],QM7,0.5238,0,0
[H]C([H])=C([H])C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H],QM7,0.5714,0,0
[H]C#CC([H])([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C#CC([H])(C#C[H])N([H])C([H])([H])[H],QM7,0.5000,0,0
[H]C(=C(C([H])([H])[H])C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H],QM7,0.7895,0,0
[H]C([H])=C([H])/C([H])=C(\[H])C([H])([H])N([H])C([H])([H])[H],QM7,1.0000,1,0
[H]C#C/C([H])=C(\[H])C([H])([H])N([H])C([H])([H])[H],QM7,0.5652,0,0
[H]C([H])=C([H])C(=C([H])[H])C([H])([H])N([H])C([H])([H])[H],QM7,0.5385,0,0
[H]C#CC(=C([H])[H])C([H])([H])N([H])C([H])([H])[H],QM7,0.5833,0,0
[H]/C(=C(/C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H])C([H])([H])[H],QM7,0.5455,0,0
[H]N(C([H])([H])[H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,0.9231,0,0
[H]C([H])=C([H])[C@]([H])(C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H],QM7,1.0000,1,0
[H]C#C[C@]([H])(C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H],QM7,0.5769,0,0
[H]C([H])=C([H])C#CC([H])([H])N([H])C([H])([H])[H],QM7,0.5909,0,0
[H]C#CC#CC([H])([H])N([H])C([H])([H])[H],QM7,0.6471,0,0
[H]/C(=C(/[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H])C([H])([H])[H],QM7,0.9412,0,0
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.9333,0,0
[H]C([H])=C(C([H])([H])[H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],QM7,0.6667,0,0
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C#CC([H])([H])[H],QM7,0.5833,0,0
[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],QM7,0.9444,0,0
[H]C#CC([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],QM7,0.7619,0,0
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],QM7,1.0000,1,0
[H]/N=C(\N(C([H])=C([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.4400,0,0
[H]N([H])C([H])([H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]/C(C#N)=C(/[H])N(C([H])([H])[H])C([H])([H])[H],QM7,0.6190,0,0
[H]C([H])([H])N(C([H])([H])[H])C([H])([H])C([H])([H])C#N,QM7,0.9375,0,0
[H]/N=C(/[H])N(C([H])([H])[H])C([H])([H])C([H])=C([H])[H],QM7,0.4615,0,0
[H]C#CC([H])([H])N(/C([H])=N\[H])C([H])([H])[H],QM7,0.3704,0,0
[H]C([H])=C([H])[C@@]([H])(C#N)N([H])C([H])([H])[H],QM7,0.5652,0,0
[H]N([H])C([H])([H])C([H])([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])[H],QM7,0.6667,0,0
[H]N([H])C([H])([H])C(N([H])C([H])([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,0.5000,0,0
[H]N(C([H])([H])[H])C(C#N)(C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]N(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,0.5714,0,0
[H]N(C([H])([H])[H])[C@@]([H])(C([H])([H])[H])C([H])([H])C#N,QM7,0.5652,0,0
[H]C#C[C@@]([H])(C#N)N([H])C([H])([H])[H],QM7,0.4444,0,0
[H]/C(=C(/[H])C([H])([H])N([H])C([H])([H])[H])C([H])([H])N([H])[H],QM7,0.5500,0,0
[H]/C(C#N)=C(/[H])C([H])([H])N([H])C([H])([H])[H],QM7,1.0000,1,0
[H]C([H])=C(C([H])([H])N([H])[H])C([H])([H])N([H])C([H])([H])[H],QM7,0.6667,0,0
[H]C([H])=C(C#N)C([H])([H])N([H])C([H])([H])[H],QM7,0.5385,0,0
[H]N([H])C([H])([H])[C@]([H])(C([H])([H])[H])C([H])([H])N([H])C([H])([H])[H],QM7,0.5714,0,0
[H]N(C([H])([H])[H])C([H])([H])C(N([H])[H])(C([H])([H])[H])C([H])([H])[H],QM7,0.9333,0,0
[H]N(C([H])([H])[H])C([H])([H])[C@]([H])(C#N)C([H])([H])[H],QM7,0.9444,0,0
[H]N([H])C([H])([H])C#CC([H])([H])N([H])C([H])([H])[H],QM7,0.5625,0,0
[H]N(C([H])([H])[H])C([H])([H])C#CC#N,QM7,0.6471,0,0
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C#N,QM7,0.6842,0,0
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])N([H])C([H])([H])[H],QM7,0.8333,0,0
[H][C]([H])[N]N(C([H])([H])[H])C([H])([H])C([H])=C([H])[H],QM7,0.5652,0,0
[H]C#CC([H])([H])N([N][C]([H])[H])C([H])([H])[H],QM7,0.5833,0,0
[H]C([H])=C([H])/C(=N\C([H])([H])[H])N([H])C([H])([H])[H],QM7,0.5909,0,0
[H]N(C([H])([H])[H])C([H])([H])[C@]([H])(N([H])C([H])([H])[H])C([H])([H])[H],QM7,1.0000,1,0
[H]C([H])([H])/N=C(/N(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.9286,0,0
[H]/N=C(/C([H])=C([H])[H])N(C([H])([H])[H])C([H])([H])[H],QM7,0.4231,0,0
[H]C#C/C(=N/[H])N(C([H])([H])[H])C([H])([H])[H],QM7,0.3333,0,0
[H]C([H])=C([H])[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])N([H])[H],QM7,0.5652,0,0
[H]C#C[C@@]([H])(N([H])C([H])([H])[H])C([H])([H])N([H])[H],QM7,0.5417,0,0
[H]C([H])=C([H])[C@]([H])(N([H])[H])C([H])([H])N([H])C([H])([H])[H],QM7,0.5652,0,0
[H]C#C[C@]([H])(N([H])[H])C([H])([H])N([H])C([H])([H])[H],QM7,0.5714,0,0
[H]N(C([H])([H])[H])C([H])([H])C([H])([H])N(C([H])([H])[H])C([H])([H])[H],QM7,0.9333,0,0
[H]/N=C(/C#N)N(C([H])([H])[H])C([H])([H])[H],QM7,0.3462,0,0
[H]/N=C(/[H])N(C([H])([H])[H])C([H])([H])C#N,QM7,0.3846,0,0
[H]N(C([H])([H])[H])C([H])(C#N)C#N,QM7,0.5294,0,0
[H][C]([H])[N]N(C([H])([H])[H])C([H])([H])C#N,QM7,0.6364,0,0
[H][C]([N]C([H])([H])[H])N(C([H])=C([H])[H])C([H])([H])[H],QM7,0.5238,0,0
[H][C]([N]C([H])([H])[H])N([H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.5000,0,0
[H][C]([N]C([H])([H])[H])N([H])C([H])([H])C([H])=C([H])[H],QM7,0.5417,0,0
[H]C#CC([H])([H])N([H])[C]([H])[N]C([H])([H])[H],QM7,0.3793,0,0
[H]/N=C(/[H])N(C(=C([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.4138,0,0
[H]C([H])([H])C(=NN(C([H])([H])[H])C([H])([H])[H])C([H])([H])[H],QM7,0.5000,0,0
[H][C]([H])/C([H])=C(\[H])[N]N(C([H])([H])[H])C([H])([H])[H],QM7,0.2917,0,0
[H]C#C[C]([H])[N]N(C([H])([H])[H])C([H])([H])[H],QM7,0.3810,0,0
[H]/N=C(C(/[H])=C(\[H])C([H])([H])[H])\N([H])C([H])([H])[H],QM7,0.4400,0,0
[H]/N=C(\N([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.3478,0,0
[H]/N=C(/C(=C([H])[H])C([H])([H])[H])N([H])C([H])([H])[H],QM7,0.3913,0,0
[H]/N=C(/C#CC([H])([H])[H])N([H])C([H])([H])[H],QM7,0.3235,0,0
[H]/N=C(\N([H])C([H])([H])[H])C([H])([H])C([H])=C([H])[H],QM7,0.3667,0,0
[H]C#CC([H])([H])/C(=N/[H])N([H])C([H])([H])[H],QM7,0.3793,0,0
[H]C#C/C(=N/C([H])([H])[H])N([H])C([H])([H])[H],QM7,0.6000,0,0
[H][C]([N]C([H])([H])[H])N([H])C([H])([H])C#N,QM7,0.4074,0,0
[H][C](C#N)[N]N(C([H])([H])[H])C([H])([H])[H],QM7,0.3333,0,0
[H]/N=C(\N([H])C([H])([H])[H])C([H])([H])C#N,QM7,0.4643,0,0
[H]N(/C(C#N)=N\C([H])([H])[H])C([H])([H])[H],QM7,0.6000,0,0
[H]C#CC([H])([H])[C]([H])[N][N][C]([H])[H],QM7,0.4286,0,0
[H]C#CC([H])([H])C([H])([H])N([H])[N][C]([H])[H],QM7,0.4583,0,0
[H]C([H])=C([H])/C(=N/N([H])C([H])([H])[H])C([H])([H])[H],QM7,0.9444,0,0
[H]C#C/C(=N/N([H])C([H])([H])[H])C([H])([H])[H],QM7,0.4167,0,0
[H][C](/C([H])=C(\[H])[N]N([H])C([H])([H])[H])C([H])([H])[H],QM7,0.3182,0,0
[H][C]([N]N([H])C([H])([H])[H])C([H])(C([H])([H])[H])C([H])([H])[H],QM7,0.3200,0,0
[H][C]([H])/C(=C(\[H])[N]N([H])C([H])([H])[H])C([H])([H])[H],QM7,0.3462,0,0
[H][C](C#CC([H])([H])[H])[N]N([H])C([H])([H])[H],QM7,0.3103,0,0
[H][C]([N]N([H])C([H])([H])[H])C([H])([H])C([H])=C([H])[H],QM7,0.3500,0,0
[H]C#CC([H])([H])[C]([H])[N]N([H])C([H])([H])[H],QM7,0.3704,0,0
[H][C]([H])[N][N][C]([H])C([H])([H])C#N,QM7,0.3913,0,0
[H]C([H])=NN([H])/C([H])=C(\[H])C#N,QM7,0.4167,0,0
[H][C]([H])[N]N([H])C([H])([H])C([H])([H])C#N,QM7,0.5500,0,0
[H]N(/N=C(/C#N)C([H])([H])[H])C([H])([H])[H],QM7,0.5000,0,0
[H][C]([N]N([H])C([H])([H])[H])C([H])([H])C#N,QM7,0.3793,0,0
[H]C([H])=C([H])C([H])([H])[C@@]([H])(C([H])=C([H])[H])N([H])[H],QM7,1.0000,1,0
[H]C#C[C@@]([H])(N([H])[H])C([H])([H])C([H])=C([H])[H],QM7,0.5455,0,0
[H]C#CC([H])([H])[C@@]([H])(C([H])=C([H])[H])N([H])[H],QM7,0.6154,0,0
[H]C#CC([H])([H])[C@@]([H])(C#C[H])N([H])[H],QM7,0.6316,0,0
[H]C([H])=C([H])C([H])([H])/C([H])=C(\[H])C([H])([H])N([H])[H],QM7,1.0000,1,0
[H]C#CC([H])([H])/C([H])=C(\[H])C([H])([H])N([H])[H],QM7,0.5238,0,0
[H]C([H])=C([H])C([H])([H])C(=C([H])[H])C([H])([H])N([H])[H],QM7,0.5238,0,0
[H]C#CC([H])([H])C(=C([H])[H])C([H])([H])N([H])[H],QM7,0.4286,0,0
[H]C([H])=C([H])C([H])(C([H])=C([H])[H])C([H])([H])N([H])[H],QM7,1.0000,1,0
[H]C#C[C@]([H])(C([H])=C([H])[H])C([H])([H])N([H])[H],QM7,0.4815,0,0
[H]C#CC([H])(C#C[H])C([H])([H])N([H])[H],QM7,0.3529,0,0
[H]C([H])=C([H])C([H])([H])C#CC([H])([H])N([H])[H],QM7,0.5500,0,0
[H]C#CC([H])([H])C#CC([H])([H])N([H])[H],QM7,0.5000,0,0
[H]C([H])=C([H])/C([H])=C(\[H])C([H])([H])C([H])([H])N([H])[H],QM7,0.7143,0,0
[H]C#C/C([H])=C(\[H])C([H])([H])C([H])([H])N([H])[H],QM7,1.0000,1,0
[H]C([H])=C([H])C(=C([H])[H])C([H])([H])C([H])([H])N([H])[H],QM7,0.5500,0,0
[H]C#CC(=C([H])[H])C([H])([H])C([H])([H])N([H])[H],QM7,0.5714,0,0
[H]C([H])=C([H])C#CC([H])([H])C([H])([H])N([H])[H],QM7,0.5217,0,0
[H]C#CC#CC([H])([H])C([H])([H])N([H])[H],QM7,0.6364,0,0
[H]C([H])=C([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],QM7,0.9375,0,0
[H]C#CC([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],QM7,0.9375,0,0
[H]N([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])C([H])([H])N([H])[H],QM7,1.0000,9,0
[H]/C(C#N)=C(/[H])C([H])([H])C#N,QM7,0.5833,0,0
[H]C([H])(C#N)C#CC#N,QM7,0.4375,0,0
[H]C([H])(C#N)C([H])([H])C([H])([H])C#N,QM7,0.8182,0,0
[H]C([H])=C([H])/C(C#N)=C(/[H])N([H])[H],QM7,0.6000,0,0
[H]C#C/C(C#N)=C(/[H])N([H])[H],QM7,0.3871,0,0
[H]C([H])=C([H])/C(=C(/[H])C#N)N([H])[H],QM7,0.4545,0,0
[H]/C(=C(/[H])C([H])([H])C([H])([H])N([H])[H])C([H])([H])N([H])[H],QM7,0.7143,0,0
[H]C([H])=C(C([H])([H])N([H])[H])C([H])([H])C([H])([H])N([H])[H],QM7,0.6111,0,0
[H]N([H])C([H])([H])C#CC([H])([H])C([H])([H])N([H])[H],QM7,0.5556,0,0
[H]C#C/C(=C(\[H])C#N)N([H])[H],QM7,0.4783,0,0
[H]C([H])=C([H])C([H])(C([H])([H])N([H])[H])C([H])([H])N([H])[H],QM7,0.6667,0,0
[H]C#CC([H])(C([H])([H])N([H])[H])C([H])([H])N([H])[H],QM7,0.4167,0,0
[H]C([H])=C([H])[C@]([H])(N([H])[H])C([H])([H])C([H])([H])N([H])[H],QM7,0.6500,0,0
[H]C#C[C@]([H])(N([H])[H])C([H])([H])C([H])([H])N([H])[H],QM7,0.5455,0,0
[H]C(=C(C#N)C#N)N([H])[H],QM7,0.4444,0,0
[H]/C(C#N)=C(\C#N)N([H])[H],QM7,0.6000,0,0
[H]C([H])=C([H])C([H])([H])[C@]([H])(N([H])[H])C([H])([H])N([H])[H],QM7,0.6667,0,0
[H]C#CC([H])([H])[C@]([H])(N([H])[H])C([H])([H])N([H])[H],QM7,0.5217,0,0
[H]C([H])=C([H])C([H])([H])N([H])C([H])([H])C([H])([H])N([H])[H],QM7,0.9444,0,0
[H]C#CC([H])([H])N([H])C([H])([H])C([H])([H])N([H])[H],QM7,0.8947,0,0
[H]N(C([H])([H])C#N)C([H])([H])C#N,QM7,0.7857,0,0
[H]C#CC([H])([H])C([H])([H])N([H])/C([H])=N/[H],QM7,0.3846,0,0
[H]/N=C(/C(=C([H])[H])C([H])=C([H])[H])N([H])[H],QM7,0.6190,0,0
[H]/N=C(/C#CC([H])=C([H])[H])N([H])[H],QM7,0.3704,0,0
[H]C#CC#C/C(=N/[H])N([H])[H],QM7,0.3750,0,0
[H]/N=C(\[H])N([H])C([H])([H])C([H])([H])C#N,QM7,0.4062,0,0
[H]/N=C(/C#CC#N)N([H])[H],QM7,0.3333,0,0
[H]C([H])=C([H])C(=NN([H])[H])C([H])=C([H])[H],QM7,0.5000,0,0
